iter	Logloss
0	0.4154231237
1	0.2812357805
2	0.1925703307
3	0.1185240564
4	0.07894809263
5	0.05356751199
6	0.03803588209
7	0.02831707416
8	0.02219661287
9	0.01826616838
10	0.01574681138
11	0.01391528388
12	0.01267451413
13	0.01175903077
14	0.01103644581
15	0.01050235589
16	0.01007631491
17	0.009745840093
18	0.009464067102
19	0.009247599337
20	0.009055181046
21	0.008911000213
22	0.008773605501
23	0.008675854202
24	0.00857866277
25	0.008476221639
26	0.008389290792
27	0.008322539937
28	0.008266059465
29	0.0082140477
30	0.008144435837
31	0.008091601999
32	0.008027924469
33	0.007967372135
34	0.007926578174
35	0.007894137979
36	0.007864265323
37	0.007826572032
38	0.007806313919
39	0.007782474082
40	0.007754203632
41	0.007731205604
42	0.007708761924
43	0.00768329042
44	0.007667515271
45	0.007631688929
46	0.007599438999
47	0.007583994599
48	0.007545953307
49	0.007516685255
50	0.007484609754
51	0.007470726639
52	0.007454740156
53	0.007430584431
54	0.007426909698
55	0.007406655247
56	0.007395054625
57	0.007376907435
58	0.007333582595
59	0.007317409688
60	0.00729713938
61	0.007273711147
62	0.00725614394
63	0.007228912098
64	0.007226506139
65	0.007211486701
66	0.007194617655
67	0.007186819744
68	0.007184546275
69	0.007171184132
70	0.007157881485
71	0.007147715515
72	0.007141260599
73	0.007123255092
74	0.007101619668
75	0.007091367201
76	0.007086198293
77	0.007077738753
78	0.007069500638
79	0.007064327146
80	0.007043789798
81	0.007037749837
82	0.007015902528
83	0.006988729197
84	0.006965846293
85	0.006963136635
86	0.00695883684
87	0.006949379595
88	0.006940883616
89	0.00693537428
90	0.006916832977
91	0.006911229294
92	0.006900195343
93	0.006864115636
94	0.006850236558
95	0.006821015427
96	0.006812238615
97	0.006785176038
98	0.006773755475
99	0.00677194572
100	0.006763159598
101	0.00675821844
102	0.006740936727
103	0.006739877364
104	0.006736889374
105	0.006735080904
106	0.006723714823
107	0.006718447956
108	0.006712225438
109	0.006693950909
110	0.006672061596
111	0.006654425329
112	0.006652333982
113	0.006640903649
114	0.00663025732
115	0.006624544862
116	0.006616170804
117	0.006608612819
118	0.00659836668
119	0.006592398606
120	0.00657612558
121	0.006571232028
122	0.006546920566
123	0.006541040388
124	0.006539555013
125	0.006524056548
126	0.006519702788
127	0.006509529113
128	0.006497693952
129	0.006488191376
130	0.006485624902
131	0.006472163477
132	0.00645983342
133	0.006455483194
134	0.00643431285
135	0.006425614499
136	0.006422797206
137	0.006411183329
138	0.006405545805
139	0.006402049572
140	0.006393197363
141	0.006391412236
142	0.006376418529
143	0.006365149584
144	0.006356425833
145	0.006347465987
146	0.006342416275
147	0.006333401895
148	0.006319373258
149	0.006308856124
150	0.00629740368
151	0.006289062326
152	0.006286177362
153	0.006276814431
154	0.006262464347
155	0.006260148278
156	0.006250467251
157	0.006242655237
158	0.006224276192
159	0.006218820373
160	0.006214691384
161	0.006198656108
162	0.006195472655
163	0.006184612427
164	0.00617666842
165	0.006171678329
166	0.006165453958
167	0.006161684848
168	0.00615510018
169	0.006150662496
170	0.00614977938
171	0.006147336869
172	0.006141619414
173	0.006133516575
174	0.00611679722
175	0.006107624163
176	0.006088167224
177	0.00608311178
178	0.006067806577
179	0.006059843396
180	0.006047557236
181	0.006035742351
182	0.006018766311
183	0.006001737508
184	0.005988763189
185	0.005983912329
186	0.005969350866
187	0.005966455242
188	0.005964589903
189	0.005946378937
190	0.005937557409
191	0.005916993093
192	0.005899367282
193	0.005888081185
194	0.005871937306
195	0.005864962545
196	0.005856608031
197	0.00584680827
198	0.005836746498
199	0.005833148223
200	0.005818515083
201	0.005806302437
202	0.005804024618
203	0.005793735511
204	0.005793172373
205	0.005786324048
206	0.00577442583
207	0.005771801569
208	0.005765227043
209	0.005755808398
210	0.005755264431
211	0.005750419951
212	0.005743969849
213	0.005727924529
214	0.005722579786
215	0.005716294288
216	0.005711279105
217	0.005703813624
218	0.005691663394
219	0.005687855669
220	0.00568623601
221	0.005682424477
222	0.0056798015
223	0.005676296554
224	0.005675940804
225	0.005675261452
226	0.005670518373
227	0.005663199914
228	0.005658056461
229	0.005647784234
230	0.005644395134
231	0.00564006151
232	0.005639229622
233	0.005632397986
234	0.005628813974
235	0.00562027092
236	0.005611130792
237	0.005610604298
238	0.005602727892
239	0.005598260945
240	0.005586881656
241	0.005580399725
242	0.005579222745
243	0.005567269911
244	0.005553558356
245	0.005546838037
246	0.005537786191
247	0.005534577466
248	0.005531693898
249	0.005531094805
250	0.005524067668
251	0.005513282978
252	0.005510554748
253	0.0055025015
254	0.005495644826
255	0.005484489754
256	0.005484210685
257	0.005480337009
258	0.005475421902
259	0.005470903638
260	0.005460256947
261	0.005450483052
262	0.005438056553
263	0.005410796178
264	0.005396941816
265	0.00539312024
266	0.005379164021
267	0.005378741496
268	0.005365149602
269	0.005349157757
270	0.00534365493
271	0.005335275007
272	0.005327368377
273	0.005326867061
274	0.00532110108
275	0.005318381518
276	0.005317963762
277	0.005305442238
278	0.005291639471
279	0.005285645189
280	0.005273219472
281	0.005266144089
282	0.005258466172
283	0.005250763582
284	0.00525038646
285	0.005240589634
286	0.005240313592
287	0.005233014493
288	0.005230253609
289	0.005223987414
290	0.005223606715
291	0.005219021126
292	0.005215085947
293	0.005212118687
294	0.005207465957
295	0.005207062556
296	0.005199316672
297	0.00519593248
298	0.005187525863
299	0.00517778109
300	0.005170669749
301	0.005166063797
302	0.005157175724
303	0.005148920866
304	0.005148535901
305	0.005143310174
306	0.005129941769
307	0.005118138944
308	0.005115620901
309	0.005112586314
310	0.005104994159
311	0.005099194281
312	0.005091538883
313	0.005080630183
314	0.005072548546
315	0.005065537737
316	0.005063116552
317	0.005055183231
318	0.005048358664
319	0.005042271833
320	0.00503826511
321	0.005024242298
322	0.005022588338
323	0.005016098335
324	0.005006766365
325	0.004999251853
326	0.004993299445
327	0.004982747664
328	0.004976898533
329	0.004973286639
330	0.004966956577
331	0.004950845767
332	0.004940738548
333	0.004931578377
334	0.004922169106
335	0.004913920783
336	0.004909233679
337	0.0049024461
338	0.004895605368
339	0.004893870254
340	0.004888816024
341	0.00487969424
342	0.00487724455
343	0.004875205808
344	0.004872736376
345	0.004870441953
346	0.004861789266
347	0.004851947977
348	0.004848343006
349	0.004842537446
350	0.004835976268
351	0.004824530112
352	0.004817062083
353	0.004814174896
354	0.004811105109
355	0.004804212302
356	0.004798804846
357	0.004790874735
358	0.004781764301
359	0.004780288879
360	0.004774965671
361	0.004764542989
362	0.004758450746
363	0.004756683552
364	0.004748930699
365	0.004744098396
366	0.004735508262
367	0.004726191908
368	0.00471854809
369	0.004712487538
370	0.004706767141
371	0.00470234521
372	0.004702090012
373	0.004697985834
374	0.004693533841
375	0.004687553824
376	0.004681369261
377	0.0046746848
378	0.004667605471
379	0.004656981573
380	0.004655231461
381	0.004651058377
382	0.004644723345
383	0.004635364565
384	0.004630392886
385	0.004619796776
386	0.004614060604
387	0.004608030204
388	0.00460380541
389	0.004596603015
390	0.004593025967
391	0.004589817151
392	0.004583266083
393	0.004580109618
394	0.004572258897
395	0.004566924473
396	0.004564612554
397	0.004560156133
398	0.004556887971
399	0.004546082299
400	0.004542141276
401	0.004536737444
402	0.004527688075
403	0.004524437249
404	0.004523644504
405	0.004521007952
406	0.004513448336
407	0.004509736209
408	0.004502993875
409	0.004500923166
410	0.004496657553
411	0.004491808258
412	0.00448956089
413	0.004481733097
414	0.004478288367
415	0.004475966198
416	0.004471842094
417	0.004463142878
418	0.004461467913
419	0.0044536569
420	0.004450567414
421	0.004447871264
422	0.004440326852
423	0.004435952135
424	0.00442820561
425	0.004418317934
426	0.004412407902
427	0.004407394833
428	0.004405731425
429	0.004398780625
430	0.00439600768
431	0.004391583502
432	0.004385654894
433	0.004377343511
434	0.004375769417
435	0.004368254036
436	0.00436169189
437	0.004357436692
438	0.004348255491
439	0.004345169791
440	0.004343709733
441	0.00434178849
442	0.004335486954
443	0.004332463993
444	0.004329763097
445	0.004327209807
446	0.00432443106
447	0.004320457362
448	0.004316744982
449	0.004312534245
450	0.004310316526
451	0.004297082905
452	0.00429472501
453	0.004292972603
454	0.00428792663
455	0.004283632539
456	0.0042816378
457	0.004277387668
458	0.004273835048
459	0.004271843864
460	0.0042672555
461	0.004258249931
462	0.004253944741
463	0.00424690036
464	0.004240918003
465	0.004231676357
466	0.004227587773
467	0.004223973722
468	0.00422074734
469	0.004217888312
470	0.004212321027
471	0.004205846247
472	0.004198696475
473	0.004193337332
474	0.004188874194
475	0.004176662375
476	0.004170329725
477	0.004166969679
478	0.004154619655
479	0.004143241833
480	0.004140737065
481	0.004135110114
482	0.004120369816
483	0.004118109996
484	0.004113882957
485	0.004111580325
486	0.004106435359
487	0.004097447123
488	0.004093661869
489	0.004087459283
490	0.004085334549
491	0.004078439655
492	0.00407427957
493	0.004070537816
494	0.004069210322
495	0.00406714569
496	0.004065762543
497	0.0040606115
498	0.004053881158
499	0.004050724097
500	0.00403944325
501	0.004033934324
502	0.004031883153
503	0.004029965417
504	0.004027645657
505	0.004016075789
506	0.004014320702
507	0.004012706296
508	0.004010729834
509	0.004003474764
510	0.004001176236
511	0.003995704158
512	0.003992453424
513	0.003990824641
514	0.003988283756
515	0.003986955299
516	0.003986830715
517	0.003980767272
518	0.003970473097
519	0.003966230004
520	0.003963040886
521	0.003959443482
522	0.003952423777
523	0.003946313487
524	0.00393962316
525	0.003939548061
526	0.003936652986
527	0.00393411678
528	0.003929934293
529	0.003927130873
530	0.003922393114
531	0.003922274653
532	0.003919684834
533	0.00391686428
534	0.003914505651
535	0.003908119158
536	0.003902420938
537	0.003897400945
538	0.003894931032
539	0.003891124682
540	0.003886841941
541	0.00388473264
542	0.0038831779
543	0.003873161579
544	0.003869670713
545	0.003868202583
546	0.003865826503
547	0.003862689415
548	0.003857188813
549	0.0038505421
550	0.003846611969
551	0.003843586967
552	0.003839114198
553	0.00383736615
554	0.003828309237
555	0.003823129391
556	0.003820630929
557	0.00382025493
558	0.003815108795
559	0.003811438677
560	0.00380685295
561	0.003800999009
562	0.003794861615
563	0.003792876943
564	0.003786679035
565	0.003785039634
566	0.003781017985
567	0.003778355223
568	0.003767514675
569	0.003763818668
570	0.003763595184
571	0.003757262418
572	0.0037570562
573	0.00374973165
574	0.00374245319
575	0.003740854882
576	0.003738204066
577	0.003735802831
578	0.003733456562
579	0.00373124148
580	0.003729449405
581	0.003720596004
582	0.003710411691
583	0.003708263889
584	0.003697014343
585	0.0036912302
586	0.003689317073
587	0.003681156507
588	0.003679636828
589	0.003674167619
590	0.003670622062
591	0.003669982105
592	0.003667929398
593	0.003660623971
594	0.003655049486
595	0.003645495957
596	0.003641547022
597	0.003634337904
598	0.003632652756
599	0.00362741586
600	0.00362592551
601	0.003624857846
602	0.003617257505
603	0.003615827968
604	0.003606623448
605	0.003603455609
606	0.003599149663
607	0.003597771331
608	0.003591953548
609	0.003587677572
610	0.003585552678
611	0.003577403371
612	0.003575959227
613	0.003572971808
614	0.003569773059
615	0.003566576167
616	0.003563893044
617	0.003560353174
618	0.003557323723
619	0.00354967603
620	0.00354791881
621	0.003543017141
622	0.003539034176
623	0.003537816338
624	0.003535000282
625	0.00353335985
626	0.003524950758
627	0.003517053874
628	0.00350880828
629	0.003501494827
630	0.003496223993
631	0.00349210631
632	0.003491556036
633	0.003485089928
634	0.003479443322
635	0.003475564029
636	0.003466693475
637	0.003463730685
638	0.003461602924
639	0.003458303989
640	0.003455874732
641	0.003451811923
642	0.003449879786
643	0.003449171724
644	0.003444069868
645	0.00343915123
646	0.003427292781
647	0.003426182142
648	0.00342334444
649	0.003416648816
650	0.003408455504
651	0.003406458495
652	0.003404373891
653	0.003397044868
654	0.003394289488
655	0.003389064518
656	0.00338353156
657	0.00338236628
658	0.003380058374
659	0.003375877194
660	0.003374184204
661	0.003370490561
662	0.003368579268
663	0.003366087961
664	0.003361175422
665	0.003358060923
666	0.003356614394
667	0.00335155918
668	0.003348830145
669	0.00334621815
670	0.003339803544
671	0.003337570806
672	0.003330427616
673	0.003329855833
674	0.003327941811
675	0.003326215915
676	0.003321744797
677	0.003321354398
678	0.00332128799
679	0.0033192168
680	0.003315781426
681	0.003313547908
682	0.003312324199
683	0.003311476514
684	0.003307705958
685	0.003300848967
686	0.003294941548
687	0.003290524891
688	0.003287609521
689	0.003276894656
690	0.003274023727
691	0.003271410266
692	0.003265465745
693	0.00326187178
694	0.003259600793
695	0.003257472023
696	0.003251314175
697	0.003245047107
698	0.003243143244
699	0.003231361861
700	0.003224104659
701	0.00322138872
702	0.003216236094
703	0.003211886258
704	0.003209237874
705	0.003199758206
706	0.003192639347
707	0.003190167552
708	0.003189728908
709	0.00318290629
710	0.003182108846
711	0.003177361204
712	0.003174223245
713	0.003172105436
714	0.00317139233
715	0.003170102649
716	0.003163991694
717	0.003160184656
718	0.003157046008
719	0.003155007288
720	0.003152166743
721	0.003144699516
722	0.003142822067
723	0.003140529617
724	0.003139994134
725	0.003137518786
726	0.003128898913
727	0.003120160991
728	0.003118183199
729	0.003116331481
730	0.003113368505
731	0.003108605614
732	0.003103338518
733	0.003101765869
734	0.003096689925
735	0.003094994985
736	0.003094248079
737	0.003089165072
738	0.003088349259
739	0.003084055374
740	0.003080467349
741	0.003078755807
742	0.003068541386
743	0.003066523256
744	0.003061841266
745	0.003058281056
746	0.003052587697
747	0.003045448749
748	0.003043385424
749	0.003041492705
750	0.003039880065
751	0.003038996924
752	0.003038133852
753	0.003036159086
754	0.003035759331
755	0.003032546202
756	0.003032044129
757	0.003029593433
758	0.003026568109
759	0.003025644727
760	0.003023294857
761	0.00302113896
762	0.00301597104
